genero,grupo_etnico,nivel_educacao_pais,tipo_de_bolsa,fez_curso_preparatorio,pontuacao_matematica,pontuacao_leitura,pontuacao_escrita
mulher,grupo_B,ensino_superior_completo,gratuita,N,72,86,75
homem,grupo_D,ensino_superior_completo,padrao,S,83,78,76
homem,grupo_A,ensino_medio,gratuita,N,58,49,44
mulher,grupo_B,ensino_superior_continuado,padrao,S,95,96,100
homem,grupo_C,ensino_superior_incompleto,padrao,N,68,71,64
mulher,grupo_B,ensino_superior_incompleto,padrao,S,51,69,69
homem,grupo_D,ensino_superior_incompleto,padrao,S,70,71,76
homem,grupo_C,ensino_fundamental,padrao,S,43,56,58
mulher,grupo_E,ensino_superior_incompleto,padrao,N,78,79,74
mulher,grupo_D,ensino_superior_continuado,padrao,N,47,56,54
mulher,grupo_C,ensino_superior_continuado,padrao,N,81,92,90
mulher,grupo_E,ensino_fundamental,gratuita,N,62,80,71
mulher,grupo_C,ensino_superior_continuado,padrao,S,52,66,69
mulher,grupo_C,ensino_medio,padrao,N,64,70,68
homem,grupo_B,ensino_fundamental,padrao,N,60,46,49
homem,grupo_C,ensino_fundamental,gratuita,S,47,40,41
homem,grupo_E,ensino_superior_continuado,padrao,S,83,84,83
homem,grupo_E,ensino_superior_incompleto,gratuita,S,68,65,65
homem,grupo_C,ensino_superior_completo,padrao,N,56,52,49
homem,grupo_B,ensino_superior_completo,padrao,N,82,87,76
homem,grupo_B,ensino_superior_continuado,padrao,S,74,68,70
homem,grupo_E,ensino_superior_incompleto,gratuita,S,87,72,72
mulher,grupo_B,ensino_superior_incompleto,padrao,N,67,79,75
homem,grupo_C,ensino_superior_continuado,padrao,S,60,46,54
mulher,grupo_C,ensino_superior_incompleto,padrao,N,56,67,61
homem,grupo_E,ensino_superior_incompleto,padrao,N,60,50,47
homem,grupo_E,ensino_superior_incompleto,gratuita,N,60,62,57
homem,grupo_C,ensino_fundamental,padrao,N,52,48,49
mulher,grupo_C,ensino_fundamental,padrao,N,57,66,60
mulher,grupo_C,ensino_fundamental,padrao,S,51,51,57
homem,grupo_C,ensino_fundamental,padrao,S,51,43,45
mulher,grupo_B,ensino_superior_incompleto,padrao,N,55,62,58
mulher,grupo_C,ensino_superior_incompleto,padrao,N,68,73,71
homem,grupo_C,ensino_medio,padrao,N,80,76,68
mulher,grupo_C,ensino_medio,padrao,S,57,56,61
mulher,grupo_B,ensino_superior_continuado,padrao,N,66,70,71
mulher,grupo_C,ensino_superior_completo,gratuita,N,40,52,46
mulher,grupo_E,ensino_superior_mestrado,padrao,N,86,82,86
mulher,grupo_B,ensino_superior_continuado,padrao,N,59,60,63
homem,grupo_D,ensino_superior_incompleto,padrao,N,74,59,60
homem,grupo_C,ensino_fundamental,padrao,S,69,63,61
mulher,grupo_B,ensino_fundamental,gratuita,N,27,46,41
mulher,grupo_B,ensino_superior_completo,padrao,N,66,69,74
mulher,grupo_C,ensino_superior_continuado,padrao,N,89,98,87
homem,grupo_C,ensino_medio,padrao,N,74,70,60
homem,grupo_C,ensino_medio,padrao,S,50,47,45
mulher,grupo_C,ensino_superior_incompleto,padrao,S,67,83,80
homem,grupo_E,ensino_superior_completo,padrao,N,82,71,65
mulher,grupo_D,ensino_superior_completo,gratuita,N,55,72,71
homem,grupo_B,ensino_superior_mestrado,gratuita,N,30,30,23
homem,grupo_C,ensino_superior_completo,padrao,N,72,73,69
mulher,grupo_E,ensino_superior_continuado,padrao,N,71,71,71
homem,grupo_E,ensino_medio,padrao,N,58,54,46
mulher,grupo_B,ensino_superior_continuado,gratuita,N,35,50,53
homem,grupo_D,ensino_superior_mestrado,padrao,N,82,79,79
mulher,grupo_C,ensino_superior_continuado,padrao,N,67,75,75
mulher,grupo_A,ensino_fundamental,padrao,S,64,71,77
homem,grupo_E,ensino_superior_incompleto,padrao,N,76,59,60
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,56,74,81
homem,grupo_D,ensino_superior_continuado,padrao,N,58,57,52
mulher,grupo_B,ensino_medio,gratuita,S,42,46,50
mulher,grupo_C,ensino_medio,padrao,S,65,87,82
homem,grupo_C,ensino_superior_incompleto,gratuita,S,64,51,55
mulher,grupo_C,ensino_medio,gratuita,N,52,73,71
mulher,grupo_B,ensino_superior_continuado,gratuita,N,59,68,67
mulher,grupo_C,ensino_superior_incompleto,padrao,N,70,73,71
homem,grupo_B,ensino_medio,padrao,N,62,55,59
mulher,grupo_C,ensino_fundamental,gratuita,S,47,70,65
homem,grupo_C,ensino_superior_continuado,gratuita,N,67,64,58
homem,grupo_B,ensino_superior_continuado,padrao,N,93,97,93
homem,grupo_B,ensino_superior_mestrado,padrao,S,64,66,63
mulher,grupo_C,ensino_fundamental,gratuita,N,52,71,69
mulher,grupo_B,ensino_medio,padrao,N,85,83,83
homem,grupo_B,ensino_medio,padrao,S,73,71,68
mulher,grupo_C,ensino_superior_continuado,padrao,N,59,71,73
mulher,grupo_B,ensino_superior_incompleto,padrao,N,67,79,78
homem,grupo_D,ensino_superior_incompleto,gratuita,N,65,63,60
homem,grupo_B,ensino_fundamental,padrao,N,57,48,43
mulher,grupo_D,ensino_superior_completo,gratuita,N,60,77,68
homem,grupo_C,ensino_fundamental,padrao,N,41,40,38
mulher,grupo_C,ensino_medio,padrao,N,67,75,73
homem,grupo_B,ensino_medio,gratuita,N,65,66,70
homem,grupo_C,ensino_superior_mestrado,padrao,S,65,69,66
mulher,grupo_E,ensino_fundamental,padrao,S,78,80,82
homem,grupo_E,ensino_medio,padrao,N,75,71,67
mulher,grupo_D,ensino_fundamental,padrao,S,73,79,83
mulher,grupo_B,ensino_superior_continuado,gratuita,S,72,82,86
homem,grupo_E,ensino_superior_mestrado,padrao,S,93,81,87
mulher,grupo_E,ensino_fundamental,padrao,N,63,65,66
homem,grupo_D,ensino_superior_incompleto,gratuita,N,57,49,54
homem,grupo_E,ensino_fundamental,gratuita,N,56,49,43
homem,grupo_C,ensino_medio,padrao,N,72,69,67
homem,grupo_C,ensino_medio,padrao,N,48,42,41
homem,grupo_B,ensino_fundamental,padrao,N,45,53,42
mulher,grupo_C,ensino_superior_incompleto,padrao,N,74,92,88
mulher,grupo_C,ensino_superior_mestrado,padrao,N,54,63,62
mulher,grupo_B,ensino_superior_completo,gratuita,S,43,62,62
homem,grupo_C,ensino_superior_incompleto,padrao,N,51,46,40
mulher,grupo_E,ensino_superior_completo,padrao,N,62,73,72
homem,grupo_D,ensino_fundamental,gratuita,S,59,61,65
homem,grupo_C,ensino_superior_completo,padrao,S,100,91,92
homem,grupo_B,ensino_fundamental,gratuita,N,60,62,61
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,49,68,71
mulher,grupo_C,ensino_medio,padrao,N,70,77,79
homem,grupo_E,ensino_superior_incompleto,padrao,N,89,87,80
homem,grupo_A,ensino_fundamental,padrao,S,61,44,48
mulher,grupo_C,ensino_superior_continuado,padrao,N,90,98,98
mulher,grupo_B,ensino_superior_continuado,gratuita,N,25,45,42
homem,grupo_A,ensino_fundamental,gratuita,N,35,38,30
mulher,grupo_B,ensino_superior_continuado,gratuita,S,71,90,93
homem,grupo_D,ensino_medio,padrao,N,68,55,59
mulher,grupo_C,ensino_superior_completo,gratuita,N,35,41,44
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,47,50,58
homem,grupo_D,ensino_superior_mestrado,gratuita,N,54,55,51
homem,grupo_C,ensino_fundamental,gratuita,N,53,49,50
homem,grupo_C,ensino_superior_completo,padrao,S,65,73,72
homem,grupo_D,ensino_fundamental,padrao,N,67,63,59
mulher,grupo_E,ensino_superior_completo,gratuita,N,36,47,48
homem,grupo_D,ensino_superior_incompleto,gratuita,N,76,72,67
homem,grupo_D,ensino_superior_completo,gratuita,S,68,71,65
mulher,grupo_C,ensino_superior_mestrado,padrao,S,67,79,83
mulher,grupo_D,ensino_medio,padrao,N,47,56,58
homem,grupo_C,ensino_fundamental,gratuita,S,64,66,63
mulher,grupo_C,ensino_superior_continuado,padrao,N,51,61,58
mulher,grupo_C,ensino_superior_continuado,padrao,N,65,76,72
mulher,grupo_E,ensino_superior_completo,padrao,N,73,73,72
mulher,grupo_D,ensino_superior_incompleto,padrao,S,82,85,89
mulher,grupo_D,ensino_fundamental,padrao,N,79,80,83
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,68,75,75
mulher,grupo_C,ensino_superior_mestrado,padrao,S,54,64,70
homem,grupo_C,ensino_medio,padrao,N,87,81,70
mulher,grupo_D,ensino_superior_incompleto,padrao,N,75,87,87
mulher,grupo_D,ensino_medio,gratuita,N,47,46,45
homem,grupo_D,ensino_superior_incompleto,padrao,S,94,86,89
mulher,grupo_D,ensino_superior_incompleto,padrao,N,60,67,68
mulher,grupo_E,ensino_superior_completo,padrao,S,82,98,97
mulher,grupo_C,ensino_superior_mestrado,padrao,N,47,62,58
mulher,grupo_B,ensino_fundamental,padrao,S,56,70,68
homem,grupo_C,ensino_superior_incompleto,gratuita,S,61,64,66
homem,grupo_D,ensino_superior_completo,padrao,N,92,85,85
homem,grupo_D,ensino_medio,padrao,S,90,86,88
mulher,grupo_D,ensino_fundamental,padrao,S,45,48,51
mulher,grupo_E,ensino_fundamental,padrao,N,54,58,58
mulher,grupo_B,ensino_superior_completo,padrao,S,72,74,74
mulher,grupo_E,ensino_medio,padrao,S,81,85,83
homem,grupo_C,ensino_medio,padrao,S,49,51,46
mulher,grupo_B,ensino_superior_continuado,padrao,S,70,85,82
homem,grupo_C,ensino_medio,padrao,N,75,83,77
homem,grupo_B,ensino_medio,padrao,N,64,70,66
mulher,grupo_C,ensino_medio,padrao,N,83,77,83
mulher,grupo_B,ensino_superior_continuado,padrao,S,77,74,82
mulher,grupo_C,ensino_superior_continuado,padrao,S,94,100,100
homem,grupo_B,ensino_superior_completo,gratuita,N,42,51,47
mulher,grupo_D,ensino_superior_continuado,padrao,S,69,74,75
mulher,grupo_A,ensino_superior_continuado,padrao,N,80,92,90
homem,grupo_C,ensino_superior_completo,padrao,N,90,85,76
homem,grupo_C,ensino_fundamental,gratuita,S,47,42,41
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,65,62,65
mulher,grupo_C,ensino_superior_continuado,padrao,N,32,48,50
mulher,grupo_B,ensino_superior_completo,padrao,S,62,79,79
homem,grupo_C,ensino_superior_incompleto,gratuita,S,83,86,80
homem,grupo_D,ensino_fundamental,padrao,N,81,67,69
homem,grupo_D,ensino_superior_completo,padrao,N,87,83,79
homem,grupo_D,ensino_superior_incompleto,padrao,N,69,57,56
homem,grupo_D,ensino_superior_completo,padrao,S,77,73,76
mulher,grupo_B,ensino_superior_mestrado,gratuita,N,39,48,48
homem,grupo_B,ensino_fundamental,padrao,N,64,60,54
homem,grupo_C,ensino_fundamental,padrao,N,71,65,60
homem,grupo_E,ensino_superior_completo,padrao,N,87,76,65
mulher,grupo_C,ensino_superior_incompleto,padrao,S,82,99,100
homem,grupo_B,ensino_superior_completo,gratuita,N,58,66,59
homem,grupo_B,ensino_superior_continuado,padrao,N,89,87,80
mulher,grupo_D,ensino_fundamental,padrao,N,66,82,81
homem,grupo_D,ensino_medio,gratuita,N,53,51,42
mulher,grupo_C,ensino_medio,padrao,N,69,73,70
homem,grupo_D,ensino_medio,padrao,N,79,78,80
mulher,grupo_B,ensino_superior_incompleto,gratuita,N,46,64,60
homem,grupo_C,ensino_superior_incompleto,padrao,S,88,86,88
homem,grupo_A,ensino_superior_incompleto,padrao,S,65,59,54
mulher,grupo_A,ensino_superior_completo,padrao,N,81,87,85
homem,grupo_C,ensino_superior_completo,gratuita,N,56,65,59
mulher,grupo_A,ensino_superior_continuado,padrao,S,79,89,96
mulher,grupo_C,ensino_fundamental,padrao,N,55,75,70
homem,grupo_D,ensino_superior_mestrado,padrao,N,73,60,69
mulher,grupo_E,ensino_superior_completo,padrao,S,99,97,100
mulher,grupo_D,ensino_superior_incompleto,padrao,N,65,76,72
homem,grupo_C,ensino_fundamental,gratuita,S,42,45,39
homem,grupo_C,ensino_superior_incompleto,padrao,N,46,39,34
mulher,grupo_B,ensino_superior_mestrado,gratuita,S,81,85,89
homem,grupo_C,ensino_superior_completo,padrao,N,46,41,38
mulher,grupo_D,ensino_medio,padrao,S,86,93,100
homem,grupo_C,ensino_superior_incompleto,gratuita,S,29,38,33
mulher,grupo_E,ensino_superior_continuado,gratuita,N,65,70,73
homem,grupo_E,ensino_superior_completo,gratuita,N,89,92,89
mulher,grupo_C,ensino_medio,padrao,S,62,74,72
homem,grupo_E,ensino_fundamental,gratuita,N,75,59,54
mulher,grupo_C,ensino_fundamental,padrao,N,68,72,66
mulher,grupo_B,ensino_superior_completo,padrao,N,70,80,73
mulher,grupo_C,ensino_medio,gratuita,N,46,58,52
mulher,grupo_B,ensino_medio,padrao,S,47,60,63
mulher,grupo_E,ensino_superior_completo,padrao,N,64,63,68
homem,grupo_D,ensino_medio,padrao,N,85,80,79
mulher,grupo_C,ensino_superior_continuado,padrao,S,66,83,85
homem,grupo_E,ensino_superior_continuado,padrao,N,75,74,69
homem,grupo_A,ensino_superior_mestrado,padrao,S,82,79,81
homem,grupo_D,ensino_fundamental,padrao,N,68,58,65
mulher,grupo_C,ensino_fundamental,gratuita,S,46,61,56
homem,grupo_B,ensino_fundamental,padrao,S,52,49,47
homem,grupo_C,ensino_superior_completo,gratuita,S,68,71,67
homem,grupo_C,ensino_fundamental,padrao,N,53,52,48
homem,grupo_C,ensino_superior_incompleto,padrao,S,80,72,71
homem,grupo_B,ensino_fundamental,gratuita,S,50,50,45
mulher,grupo_B,ensino_superior_continuado,padrao,N,64,75,72
mulher,grupo_B,ensino_superior_continuado,padrao,N,83,92,99
homem,grupo_E,ensino_medio,padrao,N,80,61,61
homem,grupo_B,ensino_superior_mestrado,gratuita,N,78,75,70
homem,grupo_B,ensino_medio,padrao,N,52,51,39
homem,grupo_A,ensino_superior_mestrado,padrao,N,52,61,54
homem,grupo_C,ensino_superior_incompleto,padrao,S,74,65,71
homem,grupo_E,ensino_medio,padrao,N,80,76,63
homem,grupo_A,ensino_superior_continuado,gratuita,N,66,58,58
mulher,grupo_B,ensino_medio,padrao,S,59,71,67
homem,grupo_D,ensino_superior_incompleto,padrao,N,76,81,76
mulher,grupo_B,ensino_superior_completo,padrao,N,64,82,74
mulher,grupo_C,ensino_superior_completo,padrao,N,76,86,88
mulher,grupo_B,ensino_fundamental,padrao,N,80,94,87
homem,grupo_E,ensino_superior_incompleto,padrao,S,89,84,87
homem,grupo_D,ensino_fundamental,gratuita,N,60,58,56
homem,grupo_A,ensino_superior_continuado,gratuita,S,43,49,43
mulher,grupo_E,ensino_superior_incompleto,padrao,N,51,66,64
homem,grupo_D,ensino_medio,padrao,S,99,88,83
mulher,grupo_B,ensino_superior_incompleto,padrao,S,70,78,81
homem,grupo_B,ensino_medio,padrao,N,82,88,80
homem,grupo_B,ensino_superior_continuado,gratuita,N,47,53,50
mulher,grupo_D,ensino_superior_continuado,padrao,N,69,74,72
mulher,grupo_C,ensino_superior_continuado,padrao,N,49,41,45
mulher,grupo_D,ensino_superior_incompleto,padrao,N,69,79,75
mulher,grupo_B,ensino_superior_completo,padrao,N,81,79,86
homem,grupo_C,ensino_superior_incompleto,gratuita,N,70,81,73
mulher,grupo_A,ensino_superior_continuado,gratuita,N,61,74,72
homem,grupo_D,ensino_fundamental,padrao,N,77,70,68
homem,grupo_C,ensino_medio,padrao,N,59,53,51
mulher,grupo_C,ensino_medio,gratuita,N,40,56,54
homem,grupo_C,ensino_superior_incompleto,gratuita,N,32,38,34
mulher,grupo_C,ensino_medio,gratuita,N,59,70,66
mulher,grupo_D,ensino_fundamental,padrao,S,82,76,82
mulher,grupo_C,ensino_fundamental,padrao,N,57,65,65
mulher,grupo_B,ensino_fundamental,padrao,N,70,77,83
homem,grupo_D,ensino_superior_mestrado,padrao,N,55,38,40
mulher,grupo_E,ensino_superior_incompleto,padrao,N,63,68,71
mulher,grupo_B,ensino_superior_incompleto,padrao,S,59,73,75
homem,grupo_C,ensino_superior_incompleto,padrao,N,72,61,63
mulher,grupo_D,ensino_fundamental,gratuita,N,42,52,51
homem,grupo_C,ensino_superior_completo,padrao,S,89,83,87
homem,grupo_D,ensino_superior_completo,gratuita,S,76,78,73
homem,grupo_E,ensino_medio,padrao,N,86,70,67
homem,grupo_D,ensino_superior_incompleto,padrao,N,79,78,77
mulher,grupo_D,ensino_superior_incompleto,padrao,N,85,86,89
homem,grupo_D,ensino_superior_mestrado,padrao,S,83,77,81
mulher,grupo_C,ensino_superior_completo,padrao,N,62,69,65
mulher,grupo_A,ensino_medio,gratuita,N,51,68,61
mulher,grupo_A,ensino_superior_incompleto,gratuita,S,65,82,83
mulher,grupo_C,ensino_fundamental,padrao,S,89,88,92
homem,grupo_A,ensino_fundamental,padrao,N,87,80,82
mulher,grupo_C,ensino_superior_incompleto,padrao,S,67,78,78
mulher,grupo_D,ensino_superior_continuado,padrao,N,61,64,69
mulher,grupo_D,ensino_superior_continuado,gratuita,N,86,88,88
mulher,grupo_E,ensino_superior_incompleto,padrao,S,79,78,91
homem,grupo_E,ensino_medio,gratuita,S,62,59,58
mulher,grupo_A,ensino_medio,padrao,N,89,95,87
homem,grupo_D,ensino_superior_mestrado,gratuita,S,56,50,49
mulher,grupo_C,ensino_superior_incompleto,padrao,N,50,59,51
mulher,grupo_B,ensino_medio,padrao,N,69,78,69
homem,grupo_D,ensino_superior_incompleto,gratuita,N,45,50,47
mulher,grupo_D,ensino_superior_completo,gratuita,N,57,55,59
homem,grupo_B,ensino_fundamental,padrao,S,96,85,88
mulher,grupo_E,ensino_medio,padrao,S,64,66,67
homem,grupo_C,ensino_superior_completo,padrao,S,85,78,80
homem,grupo_D,ensino_superior_completo,padrao,N,53,65,62
mulher,grupo_C,ensino_medio,gratuita,N,46,52,49
mulher,grupo_E,ensino_fundamental,padrao,S,87,100,100
homem,grupo_D,ensino_superior_completo,padrao,S,71,69,71
homem,grupo_B,ensino_superior_completo,gratuita,N,57,60,55
homem,grupo_C,ensino_superior_mestrado,padrao,S,94,100,100
homem,grupo_D,ensino_superior_continuado,padrao,N,69,61,62
homem,grupo_D,ensino_superior_completo,gratuita,N,80,68,65
mulher,grupo_B,ensino_superior_completo,padrao,S,58,75,71
mulher,grupo_B,ensino_medio,padrao,S,71,85,77
homem,grupo_C,ensino_fundamental,gratuita,N,61,63,47
mulher,grupo_C,ensino_superior_completo,padrao,N,65,68,74
homem,grupo_C,ensino_medio,padrao,S,78,69,74
homem,grupo_B,ensino_superior_incompleto,padrao,S,83,72,67
homem,grupo_B,ensino_fundamental,padrao,N,31,28,24
homem,grupo_C,ensino_medio,padrao,N,34,32,31
mulher,grupo_A,ensino_superior_completo,padrao,N,87,100,100
homem,grupo_C,ensino_fundamental,padrao,S,56,46,47
mulher,grupo_A,ensino_superior_continuado,padrao,N,47,58,61
homem,grupo_D,ensino_superior_completo,padrao,S,85,84,85
homem,grupo_C,ensino_superior_mestrado,gratuita,N,64,68,69
homem,grupo_B,ensino_superior_completo,padrao,N,46,48,44
homem,grupo_B,ensino_superior_completo,padrao,S,70,76,78
mulher,grupo_B,ensino_medio,padrao,N,60,68,65
mulher,grupo_B,ensino_fundamental,padrao,N,53,71,64
homem,grupo_B,ensino_superior_continuado,padrao,N,70,67,60
mulher,grupo_C,ensino_superior_incompleto,gratuita,N,64,76,75
homem,grupo_D,ensino_fundamental,padrao,N,95,81,85
mulher,grupo_C,ensino_superior_incompleto,padrao,N,56,72,70
mulher,grupo_C,ensino_medio,padrao,N,62,68,65
mulher,grupo_C,ensino_superior_completo,padrao,N,80,76,81
homem,grupo_B,ensino_superior_incompleto,gratuita,N,65,69,64
mulher,grupo_D,ensino_fundamental,gratuita,N,59,67,69
homem,grupo_C,ensino_fundamental,padrao,N,49,37,37
mulher,grupo_E,ensino_fundamental,gratuita,S,60,65,70
mulher,grupo_C,ensino_superior_completo,gratuita,N,63,73,72
mulher,grupo_D,ensino_fundamental,padrao,S,59,78,75
mulher,grupo_E,ensino_fundamental,gratuita,S,85,95,88
mulher,grupo_A,ensino_superior_incompleto,padrao,N,37,51,58
homem,grupo_C,ensino_superior_completo,padrao,N,69,58,62
mulher,grupo_A,ensino_fundamental,padrao,S,59,65,68
mulher,grupo_D,ensino_superior_mestrado,padrao,N,73,75,81
mulher,grupo_C,ensino_superior_continuado,gratuita,N,60,78,74
mulher,grupo_B,ensino_superior_continuado,padrao,N,77,79,79
mulher,grupo_D,ensino_superior_incompleto,padrao,N,66,72,72
homem,grupo_C,ensino_superior_completo,padrao,N,71,57,62
mulher,grupo_D,ensino_superior_continuado,gratuita,S,77,97,94
homem,grupo_C,ensino_medio,padrao,N,81,76,73
homem,grupo_E,ensino_superior_completo,padrao,N,75,64,60
homem,grupo_B,ensino_superior_mestrado,gratuita,N,58,55,54
mulher,grupo_B,ensino_superior_incompleto,padrao,N,86,95,87
mulher,grupo_C,ensino_fundamental,gratuita,S,58,59,62
mulher,grupo_D,ensino_superior_continuado,gratuita,N,52,66,62
homem,grupo_A,ensino_superior_continuado,padrao,N,68,59,60
homem,grupo_B,ensino_fundamental,gratuita,N,43,37,38
homem,grupo_C,ensino_fundamental,padrao,S,85,83,86
homem,grupo_C,ensino_medio,gratuita,N,60,50,48
homem,grupo_E,ensino_fundamental,padrao,N,91,92,87
mulher,grupo_E,ensino_superior_mestrado,padrao,S,100,100,100
mulher,grupo_B,ensino_medio,padrao,S,92,91,92
homem,grupo_C,ensino_superior_continuado,padrao,S,68,66,62
mulher,grupo_C,ensino_superior_mestrado,padrao,N,85,92,90
homem,grupo_C,ensino_superior_mestrado,padrao,S,88,85,85
mulher,grupo_E,ensino_fundamental,gratuita,N,70,78,70
homem,grupo_C,ensino_medio,padrao,S,76,64,62
homem,grupo_D,ensino_fundamental,gratuita,S,61,57,61
mulher,grupo_B,ensino_fundamental,padrao,N,43,60,56
mulher,grupo_B,ensino_superior_incompleto,padrao,S,74,92,86
mulher,grupo_C,ensino_superior_completo,padrao,N,70,80,77
homem,grupo_B,ensino_superior_mestrado,padrao,N,88,77,79
homem,grupo_E,ensino_superior_continuado,padrao,S,74,57,61
mulher,grupo_E,ensino_superior_continuado,padrao,N,87,96,96
mulher,grupo_C,ensino_superior_completo,gratuita,N,66,72,70
mulher,grupo_B,ensino_medio,padrao,S,53,63,67
homem,grupo_E,ensino_medio,padrao,N,70,68,57
homem,grupo_C,ensino_fundamental,padrao,N,69,65,61
mulher,grupo_B,ensino_superior_incompleto,padrao,N,74,83,81
mulher,grupo_E,ensino_medio,padrao,N,85,86,87
homem,grupo_D,ensino_fundamental,gratuita,S,67,65,60
homem,grupo_E,ensino_superior_completo,padrao,N,72,62,56
homem,grupo_D,ensino_fundamental,padrao,N,67,67,65
mulher,grupo_C,ensino_superior_completo,gratuita,S,47,65,61
mulher,grupo_C,ensino_fundamental,gratuita,S,48,61,56
homem,grupo_E,ensino_superior_completo,padrao,N,79,74,72
mulher,grupo_E,ensino_medio,padrao,S,94,100,100
mulher,grupo_D,ensino_medio,padrao,S,76,95,100
homem,grupo_B,ensino_superior_continuado,gratuita,N,65,63,53
mulher,grupo_D,ensino_superior_completo,gratuita,N,55,62,68
homem,grupo_C,ensino_superior_completo,padrao,S,77,78,75
mulher,grupo_D,ensino_superior_continuado,padrao,S,73,86,91
mulher,grupo_C,ensino_superior_completo,padrao,S,72,74,76
homem,grupo_C,ensino_fundamental,gratuita,N,62,68,58
mulher,grupo_B,ensino_superior_incompleto,padrao,N,80,88,88
homem,grupo_C,ensino_medio,padrao,N,83,73,70
mulher,grupo_C,ensino_superior_completo,padrao,N,60,73,73
mulher,grupo_D,ensino_medio,gratuita,N,33,41,42
homem,grupo_C,ensino_fundamental,gratuita,S,47,56,50
mulher,grupo_C,ensino_fundamental,padrao,N,71,74,78
homem,grupo_E,ensino_superior_completo,padrao,S,90,86,83
homem,grupo_D,ensino_superior_mestrado,gratuita,S,83,82,86
mulher,grupo_D,ensino_superior_completo,gratuita,S,51,66,69
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,64,87,84
mulher,grupo_E,ensino_fundamental,padrao,N,53,54,53
homem,grupo_C,ensino_fundamental,gratuita,N,67,74,70
homem,grupo_C,ensino_superior_incompleto,padrao,N,83,87,87
mulher,grupo_A,ensino_superior_continuado,padrao,N,55,70,72
homem,grupo_B,ensino_superior_incompleto,padrao,S,72,72,72
mulher,grupo_D,ensino_superior_continuado,padrao,S,93,100,100
mulher,grupo_D,ensino_superior_incompleto,gratuita,N,44,55,54
mulher,grupo_D,ensino_superior_incompleto,padrao,S,74,77,80
homem,grupo_D,ensino_superior_incompleto,padrao,N,84,82,87
mulher,grupo_B,ensino_fundamental,gratuita,S,70,81,77
homem,grupo_B,ensino_superior_continuado,padrao,N,81,77,75
homem,grupo_D,ensino_medio,padrao,N,65,59,48
homem,grupo_D,ensino_superior_completo,padrao,S,69,74,71
homem,grupo_B,ensino_superior_continuado,padrao,S,71,77,79
mulher,grupo_C,ensino_superior_completo,padrao,S,77,83,80
mulher,grupo_D,ensino_medio,padrao,N,44,52,53
homem,grupo_C,ensino_medio,gratuita,S,74,67,68
homem,grupo_C,ensino_superior_incompleto,gratuita,S,79,81,75
homem,grupo_B,ensino_medio,padrao,N,86,74,71
mulher,grupo_A,ensino_superior_incompleto,gratuita,S,56,62,71
mulher,grupo_A,ensino_fundamental,padrao,N,79,71,76
mulher,grupo_A,ensino_medio,padrao,N,75,73,76
homem,grupo_B,ensino_fundamental,padrao,N,75,74,74
homem,grupo_D,ensino_superior_continuado,padrao,S,95,96,99
homem,grupo_B,ensino_medio,gratuita,S,71,78,67
homem,grupo_E,ensino_fundamental,padrao,N,90,91,85
homem,grupo_D,ensino_superior_completo,padrao,S,81,85,85
homem,grupo_C,ensino_fundamental,padrao,S,86,75,80
mulher,grupo_A,ensino_superior_mestrado,padrao,S,82,78,82
mulher,grupo_D,ensino_fundamental,gratuita,N,80,79,81
mulher,grupo_B,ensino_superior_incompleto,gratuita,S,57,68,70
mulher,grupo_A,ensino_fundamental,gratuita,N,43,65,62
homem,grupo_D,ensino_superior_incompleto,padrao,N,64,49,51
mulher,grupo_B,ensino_superior_completo,padrao,N,73,82,82
mulher,grupo_C,ensino_superior_incompleto,gratuita,S,69,85,75
mulher,grupo_B,ensino_superior_completo,gratuita,S,71,75,84
homem,grupo_B,ensino_superior_completo,gratuita,S,66,74,76
mulher,grupo_C,ensino_medio,gratuita,S,63,76,79
homem,grupo_D,ensino_superior_incompleto,padrao,N,66,59,54
mulher,grupo_C,ensino_medio,gratuita,N,60,66,66
mulher,grupo_D,ensino_fundamental,gratuita,N,35,62,61
mulher,grupo_E,ensino_superior_incompleto,padrao,N,46,40,39
mulher,grupo_E,ensino_superior_continuado,gratuita,S,55,55,62
homem,grupo_B,ensino_medio,gratuita,S,40,47,42
mulher,grupo_B,ensino_superior_continuado,padrao,N,55,69,63
mulher,grupo_B,ensino_medio,padrao,S,77,93,94
homem,grupo_C,ensino_fundamental,padrao,S,54,61,57
homem,grupo_D,ensino_fundamental,gratuita,S,55,59,54
mulher,grupo_C,ensino_fundamental,padrao,N,78,91,87
mulher,grupo_B,ensino_superior_incompleto,padrao,S,74,84,89
mulher,grupo_B,ensino_fundamental,gratuita,N,40,64,59
homem,grupo_D,ensino_superior_continuado,padrao,N,72,75,78
mulher,grupo_B,ensino_fundamental,gratuita,N,51,58,63
mulher,grupo_E,ensino_superior_completo,padrao,N,60,68,67
mulher,grupo_E,ensino_superior_completo,gratuita,N,84,86,92
homem,grupo_D,ensino_medio,gratuita,N,49,48,43
mulher,grupo_B,ensino_fundamental,padrao,S,84,100,95
homem,grupo_E,ensino_fundamental,gratuita,N,81,75,76
